congress,chamber,state,district,party,name,ideology
107,House,SC,3,Republican,"GRAHAM, Lindsey O.",0.408
107,House,SC,4,Republican,"DeMINT, James W.",0.7
107,House,SC,6,Democrat,"CLYBURN, James Enos",-0.464
107,House,SD,1,Republican,"THUNE, John",0.41
107,House,TN,6,Democrat,"GORDON, Barton Jennings",-0.204
107,House,TN,5,Democrat,"CLEMENT, Robert Nelson",-0.216
107,House,TN,2,Republican,"DUNCAN, John J., Jr.",0.602
107,House,TN,8,Democrat,"TANNER, John S.",-0.182
107,House,TN,3,Republican,"WAMP, Zachary Paul",0.428
107,House,TN,4,Republican,"HILLEARY, Van",0.543
107,House,TN,7,Republican,"BRYANT, Ed",0.442
107,House,TN,1,Republican,"JENKINS, William Lewis",0.396
107,House,TN,9,Democrat,"FORD, Harold, Jr.",-0.359
107,House,TX,14,Republican,"PAUL, Ronald Ernest",0.863
107,House,TX,24,Democrat,"FROST, Jonas Martin",-0.316
107,House,TX,17,Democrat,"STENHOLM, Charles Walter",0.019
107,House,TX,4,Democrat,"HALL, Ralph Moody",0.096
107,House,TX,27,Democrat,"ORTIZ, Solomon P.",-0.272
107,House,TX,6,Republican,"BARTON, Joe Linus",0.528
107,House,TX,19,Republican,"COMBEST, Larry Ed",0.458
107,House,TX,22,Republican,"DeLAY, Thomas Dale",0.593
107,House,TX,26,Republican,"ARMEY, Richard Keith",0.635
107,House,TX,21,Republican,"SMITH, Lamar Seeligson",0.425
107,House,TX,7,Republican,"CULBERSON, John",0.504
107,House,TX,3,Republican,"JOHNSON, Sam",0.61
107,House,TX,11,Democrat,"EDWARDS, Thomas Chester (Chet)",-0.226
107,House,TX,10,Democrat,"DOGGETT, Lloyd Alton, II",-0.402
107,House,TX,13,Republican,"THORNBERRY, William McClellan (Mac)",0.527
107,House,TX,18,Democrat,"JACKSON LEE, Sheila",-0.459
107,House,TX,25,Democrat,"BENTSEN, Kenneth E., Jr.",-0.292
107,House,TX,1,Democrat,"SANDLIN, Max A.",-0.25
107,House,TX,2,Democrat,"TURNER, Jim",-0.185
107,House,TX,5,Republican,"SESSIONS, Pete",0.586
107,House,TX,8,Republican,"BRADY, Kevin Patrick",0.518
107,House,TX,9,Democrat,"LAMPSON, Nicholas V.",-0.179
107,House,TX,12,Republican,"GRANGER, Kay",0.392
107,House,TX,15,Democrat,"HINOJOSA, Rubén",-0.34
107,House,TX,16,Democrat,"REYES, Silvestre",-0.321
107,House,TX,28,Democrat,"RODRIGUEZ, Ciro D.",-0.349
107,House,TX,20,Democrat,"GONZALEZ, Charles A.",-0.347
107,House,TX,23,Republican,"BONILLA, Henry",0.4
107,House,TX,29,Democrat,"GREEN, Raymond Eugene (Gene)",-0.324
107,House,TX,30,Democrat,"JOHNSON, Eddie Bernice",-0.486
107,House,UT,1,Republican,"HANSEN, James Vear",0.496
107,House,UT,2,Democrat,"MATHESON, James David (Jim)",-0.115
107,House,UT,3,Republican,"CANNON, Christopher B.",0.596
107,House,VA,10,Republican,"WOLF, Frank Rudolph",0.284
107,House,VA,9,Democrat,"BOUCHER, Frederick C.",-0.265
107,House,VA,4,Democrat,"SISISKY, Norman",-0.122
107,House,VA,1,Republican,"DAVIS, Jo Ann",0.426
107,House,VA,2,Republican,"SCHROCK, Edward",0.451
107,House,VA,4,Republican,"FORBES, J. Randy",0.407
107,House,VA,7,Republican,"CANTOR, Eric",0.518
107,House,VA,8,Democrat,"MORAN, James P.",-0.302
107,House,VA,11,Republican,"DAVIS, Thomas M., III",0.282
107,House,VA,3,Democrat,"SCOTT, Robert C.",-0.451
107,House,VA,6,Republican,"GOODLATTE, Robert William",0.496
107,House,VA,5,Republican,"GOODE, Virgil H., Jr.",0.439
107,House,WA,6,Democrat,"DICKS, Norman DeValois",-0.312
107,House,WA,7,Democrat,"McDERMOTT, James A.",-0.666
107,House,WA,2,Democrat,"LARSEN, Richard Ray (Rick)",-0.364
107,House,WA,4,Republican,"HASTINGS, Richard Norman (Doc)",0.416
107,House,WA,5,Republican,"NETHERCUTT, George R., Jr.",0.357
107,House,WA,9,Democrat,"SMITH, Adam",-0.283
107,House,WA,1,Democrat,"INSLEE, Jay Robert",-0.33
107,House,WA,3,Democrat,"BAIRD, Brian",-0.342
107,House,WA,8,Republican,"DUNN, Jennifer Blackburn",0.384
107,House,WV,3,Democrat,"RAHALL, Nick Joe, II",-0.306
107,House,WV,1,Democrat,"MOLLOHAN, Alan Bowlby",-0.292
107,House,WV,2,Republican,"CAPITO, Shelley Moore",0.26
107,House,WI,7,Democrat,"OBEY, David Ross",-0.45
107,House,WI,9,Republican,"SENSENBRENNER, Frank James, Jr.",0.647
107,House,WI,6,Republican,"PETRI, Thomas Evert",0.379
107,House,WI,4,Democrat,"KLECZKA, Gerald Daniel",-0.322
107,House,WI,3,Democrat,"KIND, Ron",-0.263
107,House,WI,1,Republican,"RYAN, Paul D.",0.556
107,House,WI,2,Democrat,"BALDWIN, Tammy",-0.524
107,House,WI,8,Republican,"GREEN, Mark",0.456
107,House,WI,5,Democrat,"BARRETT, Thomas M.",-0.38
107,House,WY,1,Republican,"CUBIN, Barbara L.",0.501
108,House,AL,1,Republican,"BONNER, Jr., Josiah Robins (Jo)",0.367
108,House,AL,3,Republican,"ROGERS, Mike Dennis",0.338
108,House,AL,7,Democrat,"DAVIS, Artur",-0.27
108,House,AL,5,Democrat,"CRAMER, Robert E. (Bud), Jr.",-0.132
108,House,AL,2,Republican,"EVERETT, Robert Terry",0.414
108,House,AL,6,Republican,"BACHUS, Spencer T., III",0.387
108,House,AL,4,Republican,"ADERHOLT, Robert",0.361
108,House,AK,1,Republican,"YOUNG, Donald Edwin",0.279
108,House,AZ,8,Republican,"KOLBE, James Thomas",0.351
108,House,AZ,6,Republican,"FLAKE, Jeff",0.855
108,House,AZ,1,Republican,"RENZI, Rick",0.265
108,House,AZ,2,Republican,"FRANKS, Trent",0.749
108,House,AZ,7,Democrat,"GRIJALVA, Raúl M.",-0.6
108,House,AZ,4,Democrat,"PASTOR, Ed",-0.421
108,House,AZ,3,Republican,"SHADEGG, John B.",0.749
108,House,AZ,5,Republican,"HAYWORTH, John D., Jr.",0.559
108,House,AR,3,Republican,"BOOZMAN, John",0.402
108,House,AR,4,Democrat,"ROSS, Michael Avery",-0.201
108,House,AR,1,Democrat,"BERRY, Robert Marion",-0.293
108,House,AR,2,Democrat,"SNYDER, Victor F.",-0.268
108,House,CA,13,Democrat,"STARK, Fortney Hillman (Pete), Jr.",-0.631
108,House,CA,7,Democrat,"MILLER, George",-0.552
108,House,CA,30,Democrat,"WAXMAN, Henry Arnold",-0.473
108,House,CA,41,Republican,"LEWIS, Charles Jeremy (Jerry)",0.348
108,House,CA,5,Democrat,"MATSUI, Robert T.",-0.404
108,House,CA,22,Republican,"THOMAS, William Marshall",0.371
108,House,CA,26,Republican,"DREIER, David Timothy",0.478
108,House,CA,52,Republican,"HUNTER, Duncan Lee",0.47
108,House,CA,12,Democrat,"LANTOS, Thomas Peter",-0.376
108,House,CA,28,Democrat,"BERMAN, Howard Lawrence",-0.404
108,House,CA,24,Republican,"GALLEGLY, Elton W.",0.402
108,House,CA,2,Republican,"HERGER, Walter William (Wally)",0.551
108,House,CA,8,Democrat,"PELOSI, Nancy",-0.49
108,House,CA,48,Republican,"COX, Charles Christopher",0.54
108,House,CA,46,Republican,"ROHRABACHER, Dana",0.627
108,House,CA,15,Democrat,"HONDA, Mike",-0.529
108,House,CA,29,Democrat,"SCHIFF, Adam",-0.348
108,House,CA,32,Democrat,"SOLIS, Hilda L.",-0.508
108,House,CA,33,Democrat,"WATSON, Diane Edith",-0.531
108,House,CA,49,Republican,"ISSA, Darrell",0.506
108,House,CA,53,Democrat,"DAVIS, Susan A.",-0.343
108,House,CA,18,Democrat,"CARDOZA, Dennis A.",-0.262
108,House,CA,21,Republican,"NUNES, Devin",0.448
108,House,CA,39,Democrat,"SÁNCHEZ, Linda T.",-0.508
108,House,CA,4,Republican,"DOOLITTLE, John Taylor",0.519
108,House,CA,20,Democrat,"DOOLEY, Calvin M.",-0.19
108,House,CA,35,Democrat,"WATERS, Maxine",-0.655
108,House,CA,50,Republican,"CUNNINGHAM, Randall (Duke)",0.411
108,House,CA,6,Democrat,"WOOLSEY, Lynn C.",-0.556
108,House,CA,11,Republican,"POMBO, Richard William",0.461
108,House,CA,14,Democrat,"ESHOO, Anna Georges",-0.382
108,House,CA,17,Democrat,"FARR, Sam",-0.455
108,House,CA,25,Republican,"McKEON, Howard P. (Buck)",0.396
108,House,CA,31,Democrat,"BECERRA, Xavier",-0.512
108,House,CA,34,Democrat,"ROYBAL-ALLARD, Lucille",-0.47
108,House,CA,36,Democrat,"HARMAN, Jane L.",-0.262
108,House,CA,40,Republican,"ROYCE, Edward Randall",0.659
108,House,CA,44,Republican,"CALVERT, Ken",0.349
108,House,CA,51,Democrat,"FILNER, Bob",-0.652
108,House,CA,16,Democrat,"LOFGREN, Zoe",-0.402
108,House,CA,19,Republican,"RADANOVICH, George P.",0.484
108,House,CA,37,Democrat,"MILLENDER-McDONALD, Juanita",-0.438
108,House,CA,10,Democrat,"TAUSCHER, Ellen O'Kane",-0.308
108,House,CA,27,Democrat,"SHERMAN, Brad",-0.341
108,House,CA,47,Democrat,"SANCHEZ, Loretta",-0.367
108,House,CA,23,Democrat,"CAPPS, Lois",-0.389
108,House,CA,45,Republican,"BONO, Mary",0.353
108,House,CA,9,Democrat,"LEE, Barbara",-0.687
108,House,CA,1,Democrat,"THOMPSON, Michael",-0.396
108,House,CA,3,Republican,"OSE, Doug",0.289
108,House,CA,38,Democrat,"NAPOLITANO, Grace Flores",-0.448
108,House,CA,42,Republican,"MILLER, Gary G.",0.478
108,House,CA,43,Democrat,"BACA, Joe",-0.349
108,House,CO,5,Republican,"HEFLEY, Joel M.",0.591
108,House,CO,4,Republican,"MUSGRAVE, Marilyn N",0.565
108,House,CO,7,Republican,"BEAUPREZ, Bob",0.523
108,House,CO,3,Republican,"McINNIS, Scott",0.391
108,House,CO,1,Democrat,"DeGETTE, Diana",-0.432
108,House,CO,2,Democrat,"UDALL, Mark",-0.353
108,House,CO,6,Republican,"TANCREDO, Thomas G.",0.75
108,House,CT,5,Republican,"JOHNSON, Nancy Lee",0.122
108,House,CT,4,Republican,"SHAYS, Christopher H.",0.129
108,House,CT,2,Republican,"SIMMONS, Robert (Rob)",0.171
108,House,CT,3,Democrat,"DeLAURO, Rosa L.",-0.416
108,House,CT,1,Democrat,"LARSON, John B.",-0.399
108,House,DE,1,Republican,"CASTLE, Michael Newbold",0.229
108,House,FL,10,Republican,"YOUNG, Charles William (Bill)",0.325
108,House,FL,22,Republican,"SHAW, Eugene Clay, Jr.",0.3
108,House,FL,9,Republican,"BILIRAKIS, Michael",0.382
108,House,FL,14,Republican,"GOSS, Porter J.",0.421
108,House,FL,6,Republican,"STEARNS, Clifford Bundy",0.554
108,House,FL,18,Republican,"ROS-LEHTINEN, Ileana",0.244
108,House,FL,1,Republican,"MILLER, Jefferson B. (Jeff)",0.633
108,House,FL,4,Republican,"CRENSHAW, Ander",0.333
108,House,FL,8,Republican,"KELLER, Richard (Ric)",0.458
108,House,FL,12,Republican,"PUTNAM, Adam",0.414
108,House,FL,5,Republican,"BROWN-WAITE, Virginia (Ginny)",0.36
108,House,FL,13,Republican,"HARRIS, Katherine",0.452
108,House,FL,24,Republican,"FEENEY, Tom",0.641
108,House,FL,25,Republican,"DIAZ-BALART, Mario",0.276
108,House,FL,17,Democrat,"MEEK, Kendrick B.",-0.363
108,House,FL,3,Democrat,"BROWN, Corrine",-0.429
108,House,FL,7,Republican,"MICA, John L.",0.453
108,House,FL,20,Democrat,"DEUTSCH, Peter R.",-0.324
108,House,FL,21,Republican,"DIAZ-BALART, Lincoln",0.243
108,House,FL,23,Democrat,"HASTINGS, Alcee Lamar",-0.564
108,House,FL,15,Republican,"WELDON, David Joseph",0.471
108,House,FL,16,Republican,"FOLEY, Mark A.",0.311
108,House,FL,2,Democrat,"BOYD, F. Allen, Jr.",-0.181
108,House,FL,11,Democrat,"DAVIS, Jim",-0.278
108,House,FL,19,Democrat,"WEXLER, Robert",-0.392
108,House,GA,5,Democrat,"LEWIS, John R.",-0.59
108,House,GA,3,Democrat,"MARSHALL, Jim",-0.119
108,House,GA,4,Democrat,"MAJETTE, Denise L.",-0.364
108,House,GA,11,Republican,"GINGREY, Phil",0.561
108,House,GA,12,Republican,"BURNS, Max",0.365
108,House,GA,13,Democrat,"SCOTT, David",-0.301
108,House,GA,1,Republican,"KINGSTON, Jack",0.54
108,House,GA,2,Democrat,"BISHOP, Sanford Dixon, Jr.",-0.282
108,House,GA,8,Republican,"COLLINS, Michael Allen (Mac)",0.536
108,House,GA,7,Republican,"LINDER, John Elmer",0.559
108,House,GA,9,Republican,"NORWOOD, Charles W., Jr.",0.533
108,House,GA,6,Republican,"ISAKSON, Johnny",0.403
108,House,GA,10,Republican,"DEAL, John Nathan",0.581
108,House,HI,1,Democrat,"ABERCROMBIE, Neil",-0.432
108,House,HI,2,Democrat,"CASE, Ed",-0.205
108,House,ID,1,Republican,"OTTER, C. L. (Butch)",0.692
108,House,ID,2,Republican,"SIMPSON, Michael K.",0.293
108,House,IL,8,Republican,"CRANE, Philip Miller",0.739
108,House,IL,6,Republican,"HYDE, Henry John",0.312
108,House,IL,17,Democrat,"EVANS, Lane Allen",-0.454
108,House,IL,3,Democrat,"LIPINSKI, William Oliver",-0.176
108,House,IL,14,Republican,"HASTERT, John Dennis",0.443
108,House,IL,12,Democrat,"COSTELLO, Jerry Francis",-0.317
108,House,IL,10,Republican,"KIRK, Mark Steven",0.274
108,House,IL,15,Republican,"JOHNSON, Timothy V.",0.264
108,House,IL,5,Democrat,"EMANUEL, Rahm",-0.372
108,House,IL,1,Democrat,"RUSH, Bobby L.",-0.478
108,House,IL,4,Democrat,"GUTIÉRREZ, Luis V.",-0.487
108,House,IL,16,Republican,"MANZULLO, Donald A.",0.51
108,House,IL,11,Republican,"WELLER, Gerald C. (Jerry)",0.288
108,House,IL,18,Republican,"LaHOOD, Ray H.",0.246
108,House,IL,2,Democrat,"JACKSON, Jesse L., Jr.",-0.538
108,House,IL,7,Democrat,"DAVIS, Danny K.",-0.486
108,House,IL,19,Republican,"SHIMKUS, John M.",0.371
108,House,IL,9,Democrat,"SCHAKOWSKY, Janice D.",-0.607
108,House,IL,13,Republican,"BIGGERT, Judy Borg",0.323
108,House,IN,5,Republican,"BURTON, Danny Lee",0.585
108,House,IN,1,Democrat,"VISCLOSKY, Peter",-0.402
108,House,IN,6,Republican,"PENCE, Mike",0.655
108,House,IN,2,Republican,"CHOCOLA, Chris",0.573
108,House,IN,4,Republican,"BUYER, Stephen Earle",0.435
108,House,IN,3,Republican,"SOUDER, Mark Edward",0.435
108,House,IN,8,Republican,"HOSTETTLER, John Nathan",0.705
108,House,IN,7,Democrat,"CARSON, Julia May",-0.464
108,House,IN,9,Democrat,"HILL, Baron P.",-0.121
108,House,IA,2,Republican,"LEACH, James Albert Smith",0.141
108,House,IA,5,Republican,"KING, Steve",0.616
108,House,IA,1,Republican,"NUSSLE, James Allen",0.417
108,House,IA,4,Republican,"LATHAM, Thomas",0.302
108,House,IA,3,Democrat,"BOSWELL, Leonard L.",-0.238
108,House,KS,4,Republican,"TIAHRT, Todd",0.449
108,House,KS,1,Republican,"MORAN, Jerry",0.414
108,House,KS,2,Republican,"RYUN, Jim",0.547
108,House,KS,3,Democrat,"MOORE, Dennis",-0.267
108,House,KY,5,Republican,"ROGERS, Harold Dallas (Hal)",0.333
108,House,KY,6,Democrat,"CHANDLER, A. B. (Ben)",-0.232
108,House,KY,2,Republican,"LEWIS, Ron",0.418
108,House,KY,1,Republican,"WHITFIELD, Wayne Edward (Ed)",0.303
108,House,KY,3,Republican,"NORTHUP, Anne Meagher",0.335
108,House,KY,4,Democrat,"LUCAS, Ken",-0.058
108,House,KY,6,Republican,"FLETCHER, Ernest L.",0.285
108,House,LA,6,Republican,"BAKER, Richard Hugh",0.423
108,House,LA,4,Republican,"McCRERY, James O., III",0.362
108,House,LA,5,Democrat,"ALEXANDER, Rodney",-0.085
108,House,LA,2,Democrat,"JEFFERSON, William Jennings",-0.424
108,House,LA,7,Democrat,"JOHN, Christopher",-0.12
108,House,LA,1,Republican,"VITTER, David",0.495
108,House,LA,3,Republican,"TAUZIN, Wilbert Joseph (Billy)",0.341
108,House,ME,2,Democrat,"MICHAUD, Michael H.",-0.283
108,House,ME,1,Democrat,"ALLEN, Thomas H.",-0.4
108,House,MD,5,Democrat,"HOYER, Steny Hamilton",-0.38
108,House,MD,3,Democrat,"CARDIN, Benjamin Louis",-0.326
108,House,MD,2,Democrat,"RUPPERSBERGER, C. A. (Dutch)",-0.295
108,House,MD,8,Democrat,"VAN HOLLEN, Christopher",-0.392
108,House,MD,1,Republican,"GILCHREST, Wayne Thomas",0.204
108,House,MD,4,Democrat,"WYNN, Albert Russell",-0.38
108,House,MD,6,Republican,"BARTLETT, Roscoe Gardner",0.493
108,House,MD,7,Democrat,"CUMMINGS, Elijah Eugene",-0.438
108,House,MA,7,Democrat,"MARKEY, Edward John",-0.504
108,House,MA,4,Democrat,"FRANK, Barney",-0.499
108,House,MA,2,Democrat,"NEAL, Richard Edmund",-0.417
108,House,MA,9,Democrat,"LYNCH, Stephen F.",-0.351
108,House,MA,1,Democrat,"OLVER, John Walter",-0.577
108,House,MA,5,Democrat,"MEEHAN, Martin Thomas",-0.39
108,House,MA,3,Democrat,"McGOVERN, James P.",-0.539
108,House,MA,6,Democrat,"TIERNEY, John F.",-0.488
108,House,MA,10,Democrat,"DELAHUNT, Bill",-0.495
108,House,MA,8,Democrat,"CAPUANO, Michael Everett",-0.58
108,House,MI,15,Democrat,"DINGELL, John David, Jr.",-0.448
108,House,MI,14,Democrat,"CONYERS, John, Jr.",-0.658
108,House,MI,5,Democrat,"KILDEE, Dale Edward",-0.385
108,House,MI,12,Democrat,"LEVIN, Sander Martin",-0.378
108,House,MI,6,Republican,"UPTON, Frederick Stephen",0.339
108,House,MI,8,Republican,"ROGERS, Mike",0.4
108,House,MI,10,Republican,"MILLER, Candice S.",0.343
108,House,MI,11,Republican,"McCOTTER, Thaddeus George",0.335
108,House,MI,4,Republican,"CAMP, David Lee",0.385
108,House,MI,1,Democrat,"STUPAK, Bart T.",-0.396
108,House,MI,2,Republican,"HOEKSTRA, Peter",0.516
108,House,MI,3,Republican,"EHLERS, Vernon James",0.316
108,House,MI,7,Republican,"SMITH, Nick H.",0.505
108,House,MI,9,Republican,"KNOLLENBERG, Joseph",0.366
108,House,MI,13,Democrat,"KILPATRICK, Carolyn Cheeks",-0.491
108,House,MN,8,Democrat,"OBERSTAR, James Louis",-0.553
108,House,MN,5,Democrat,"SABO, Martin Olav",-0.516
108,House,MN,6,Republican,"KENNEDY, Mark",0.409
108,House,MN,4,Democrat,"McCOLLUM, Betty",-0.418
108,House,MN,2,Republican,"KLINE, John",0.49
108,House,MN,3,Republican,"RAMSTAD, James (Jim)",0.316
108,House,MN,7,Democrat,"PETERSON, Collin Clark",-0.148
108,House,MN,1,Republican,"GUTKNECHT, Gilbert W.",0.552
108,House,MS,4,Democrat,"TAYLOR, Gary Eugene (Gene)",-0.045
108,House,MS,2,Democrat,"THOMPSON, Bennie",-0.515
108,House,MS,1,Republican,"WICKER, Roger F.",0.377
108,House,MS,3,Republican,"PICKERING, Charles W. (Chip), Jr.",0.342
108,House,MO,3,Democrat,"GEPHARDT, Richard Andrew",-0.416
108,House,MO,4,Democrat,"SKELTON, Isaac Newton, IV (Ike)",-0.172
108,House,MO,2,Republican,"AKIN, W. Todd",0.612
108,House,MO,6,Republican,"GRAVES, Samuel",0.432
108,House,MO,1,Democrat,"CLAY, William Lacy, Jr.",-0.48
108,House,MO,5,Democrat,"McCARTHY, Karen",-0.344
108,House,MO,7,Republican,"BLUNT, Roy",0.43
108,House,MO,8,Republican,"EMERSON, Jo Ann",0.269
108,House,MO,9,Republican,"HULSHOF, Kenny",0.363
108,House,MT,1,Republican,"REHBERG, Denny",0.337
108,House,NE,1,Republican,"BEREUTER, Douglas Kent",0.231
108,House,NE,3,Republican,"OSBORNE, Thomas",0.299
108,House,NE,2,Republican,"TERRY, Lee Raymond",0.426
108,House,NV,3,Republican,"PORTER, Jon C.",0.241
108,House,NV,2,Republican,"GIBBONS, James A.",0.484
108,House,NV,1,Democrat,"BERKLEY, Shelley",-0.302
108,House,NH,1,Republican,"BRADLEY, Jeb",0.371
108,House,NH,2,Republican,"BASS, Charles Foster",0.331
108,House,NJ,4,Republican,"SMITH, Christopher Henry",0.161
108,House,NJ,3,Republican,"SAXTON, Hugh James",0.238
108,House,NJ,6,Democrat,"PALLONE, Frank, Jr.",-0.403
108,House,NJ,10,Democrat,"PAYNE, Donald Milford",-0.592
108,House,NJ,7,Republican,"FERGUSON, Michael",0.244
108,House,NJ,5,Republican,"GARRETT, Scott",0.688
108,House,NJ,1,Democrat,"ANDREWS, Robert Ernest",-0.297
108,House,NJ,13,Democrat,"MENENDEZ, Robert",-0.363
108,House,NJ,2,Republican,"LoBIONDO, Frank A.",0.211
108,House,NJ,11,Republican,"FRELINGHUYSEN, Rodney P.",0.291
108,House,NJ,8,Democrat,"PASCRELL, William J., Jr.",-0.366
108,House,NJ,9,Democrat,"ROTHMAN, Steven",-0.352
108,House,NJ,12,Democrat,"HOLT, Rush",-0.463
108,House,NM,2,Republican,"PEARCE, Stevan",0.47
108,House,NM,1,Republican,"WILSON, Heather",0.247
108,House,NM,3,Democrat,"UDALL, Thomas (Tom)",-0.453
108,House,NY,15,Democrat,"RANGEL, Charles B.",-0.514
108,House,NY,5,Democrat,"ACKERMAN, Gary Leonard",-0.429
108,House,NY,24,Republican,"BOEHLERT, Sherwood Louis",0.103
108,House,NY,11,Democrat,"OWENS, Major Robert Odell",-0.569
108,House,NY,10,Democrat,"TOWNS, Edolphus",-0.519
108,House,NY,29,Republican,"HOUGHTON, Amory, Jr.",0.154
108,House,NY,28,Democrat,"SLAUGHTER, Louise McIntosh",-0.465
108,House,NY,17,Democrat,"ENGEL, Eliot Lance",-0.407
108,House,NY,18,Democrat,"LOWEY, Nita M.",-0.389
108,House,NY,21,Democrat,"McNULTY, Michael Robert",-0.369
108,House,NY,25,Republican,"WALSH, James T.",0.208
108,House,NY,2,Democrat,"ISRAEL, Steve",-0.334
108,House,NY,1,Democrat,"BISHOP, Timothy H.",-0.338
108,House,NY,16,Democrat,"SERRANO, José E.",-0.491
108,House,NY,3,Republican,"KING, Peter T.",0.26
108,House,NY,8,Democrat,"NADLER, Jerrold Lewis",-0.509
108,House,NY,12,Democrat,"VELÁZQUEZ, Nydia M.",-0.547
108,House,NY,14,Democrat,"MALONEY, Carolyn Bosher",-0.387
108,House,NY,22,Democrat,"HINCHEY, Maurice Dunlea",-0.575
108,House,NY,27,Republican,"QUINN, John Francis (Jack)",0.198
108,House,NY,19,Republican,"KELLY, Sue W.",0.231
108,House,NY,4,Democrat,"McCARTHY, Carolyn",-0.294
108,House,NY,13,Republican,"FOSSELLA, Vito John",0.426
108,House,NY,6,Democrat,"MEEKS, Gregory W.",-0.412
108,House,NY,7,Democrat,"CROWLEY, Joseph",-0.411
108,House,NY,9,Democrat,"WEINER, Anthony D.",-0.408
108,House,NY,20,Republican,"SWEENEY, John E.",0.249
108,House,NY,26,Republican,"REYNOLDS, Thomas M.",0.349
108,House,NY,23,Republican,"McHUGH, John Michael",0.225
108,House,NC,6,Republican,"COBLE, Howard",0.52
108,House,NC,10,Republican,"BALLENGER, Cass",0.464
108,House,NC,4,Democrat,"PRICE, David Eugene",-0.342
108,House,NC,1,Democrat,"BALLANCE, Frank W., Jr.",-0.446
108,House,NC,1,Democrat,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",-0.403
108,House,NC,13,Democrat,"MILLER, Brad",-0.376
108,House,NC,11,Republican,"TAYLOR, Charles Hart",0.488
108,House,NC,12,Democrat,"WATT, Melvin L.",-0.526
108,House,NC,3,Republican,"JONES, Walter Beaman, Jr.",0.243
108,House,NC,5,Republican,"BURR, Richard M.",0.453
108,House,NC,9,Republican,"MYRICK, Sue",0.56
108,House,NC,2,Democrat,"ETHERIDGE, Bobby R.",-0.288
108,House,NC,7,Democrat,"McINTYRE, Mike",-0.148
108,House,NC,8,Republican,"HAYES, Robert (Robin)",0.351
108,House,ND,1,Democrat,"POMEROY, Earl Ralph, III",-0.266
108,House,OH,16,Republican,"REGULA, Ralph Straus",0.221
108,House,OH,4,Republican,"OXLEY, Michael Garver",0.382
108,House,OH,9,Democrat,"KAPTUR, Marcia Carolyn (Marcy)",-0.35
108,House,OH,5,Republican,"GILLMOR, Paul Eugene",0.254
108,House,OH,12,Republican,"TIBERI, Patrick (Pat)",0.386
108,House,OH,3,Republican,"TURNER, Michael R.",0.266
108,House,OH,17,Democrat,"RYAN, Timothy J.",-0.405
108,House,OH,7,Republican,"HOBSON, David Lee",0.315
108,House,OH,8,Republican,"BOEHNER, John Andrew",0.513
108,House,OH,2,Republican,"PORTMAN, Robert Jones (Rob)",0.374
108,House,OH,13,Democrat,"BROWN, Sherrod",-0.438
108,House,OH,15,Republican,"PRYCE, Deborah D.",0.32
108,House,OH,1,Republican,"CHABOT, Steve",0.585
108,House,OH,18,Republican,"NEY, Robert William",0.269
108,House,OH,14,Republican,"LaTOURETTE, Steven C.",0.211
108,House,OH,6,Democrat,"STRICKLAND, Ted",-0.384
108,House,OH,10,Democrat,"KUCINICH, Dennis",-0.582
108,House,OH,11,Democrat,"JONES, Stephanie Tubbs",-0.521
108,House,OK,1,Republican,"SULLIVAN, John",0.513
108,House,OK,2,Democrat,"CARSON, Brad",-0.181
108,House,OK,4,Republican,"COLE, Tom",0.335
108,House,OK,5,Republican,"ISTOOK, Ernest James, Jr.",0.492
108,House,OK,3,Republican,"LUCAS, Frank D.",0.363
108,House,OR,4,Democrat,"DeFAZIO, Peter Anthony",-0.429
108,House,OR,3,Democrat,"BLUMENAUER, Earl",-0.428
108,House,OR,5,Democrat,"HOOLEY, Darlene",-0.315
108,House,OR,1,Democrat,"WU, David",-0.37
108,House,OR,2,Republican,"WALDEN, Greg",0.339
108,House,PA,12,Democrat,"MURTHA, John Patrick, Jr.",-0.265
108,House,PA,11,Democrat,"KANJORSKI, Paul E.",-0.303
108,House,PA,7,Republican,"WELDON, Wayne Curtis (Curt)",0.232
108,House,PA,4,Republican,"HART, Melissa A.",0.39
108,House,PA,9,Republican,"SHUSTER, William (Bill)",0.374
108,House,PA,19,Republican,"PLATTS, Todd",0.252
108,House,PA,6,Republican,"GERLACH, Jim",0.221
108,House,PA,18,Republican,"MURPHY, Timothy",0.258
108,House,PA,17,Democrat,"HOLDEN, Thomas Timothy (Tim)",-0.233
108,House,PA,8,Republican,"GREENWOOD, James Charles",0.225
108,House,PA,2,Democrat,"FATTAH, Chaka",-0.472
108,House,PA,14,Democrat,"DOYLE, Michael F.",-0.33
108,House,PA,3,Republican,"ENGLISH, Philip Sheridan",0.251
108,House,PA,5,Republican,"PETERSON, John",0.34
108,House,PA,16,Republican,"PITTS, Joseph R.",0.538
108,House,PA,1,Democrat,"BRADY, Robert A.",-0.484
108,House,PA,10,Republican,"SHERWOOD, Don",0.329
108,House,PA,13,Democrat,"HOEFFEL, Joseph M.",-0.338
108,House,PA,15,Republican,"TOOMEY, Patrick Joseph",0.637
108,House,RI,2,Democrat,"LANGEVIN, James",-0.377
108,House,RI,1,Democrat,"KENNEDY, Patrick Joseph",-0.409
108,House,SC,5,Democrat,"SPRATT, John McKee, Jr.",-0.256
108,House,SC,1,Republican,"BROWN, Henry Edward, Jr.",0.367
108,House,SC,2,Republican,"WILSON, Addison Graves (Joe)",0.545
